# source_k6_atoms=51 rank_five_labeled=2012 distinct_triangle_count_vectors=1782
4,4,2,2,6,6,4,2,3,6,6,2,4,6,6,6,0,2,2,3,6,0,0,0,0,0,18,18,18,20,20,20,20,20,22,24,24,24,24,24,25,27,27,34,35,37,41,46,46,46,46,46,46,50,50,50
6,4,2,2,6,6,4,2,2,6,6,2,5,6,6,6,0,2,2,5,6,0,0,0,0,0,18,18,20,20,20,20,20,20,20,20,20,26,26,29,29,29,29,29,29,43,46,46,46,46,48,50,50,50,50,50
6,4,2,2,6,4,4,2,2,6,4,2,5,6,5,6,0,6,2,6,2,0,0,0,0,0,18,18,20,20,20,20,20,20,20,26,26,27,27,27,27,27,27,29,29,29,29,42,42,43,43,46,46,48,50,50
6,4,4,6,6,2,6,2,6,6,0,2,6,4,2,4,6,6,6,2,2,0,0,0,0,0,18,18,20,20,20,20,20,20,25,27,27,27,27,27,27,30,30,43,43,46,46,46,46,46,46,50,50,50,50,50
6,3,4,6,0,4,4,2,4,2,6,2,4,5,6,5,4,0,2,3,4,0,0,0,0,1,1,2,2,2,2,18,18,18,22,22,26,26,26,26,26,26,27,27,37,37,37,37,37,37,41,45,45,46,46,46
6,6,6,6,0,3,6,5,6,2,1,3,6,2,1,6,2,4,2,1,5,0,0,0,0,1,4,4,4,6,6,6,9,11,11,11,13,14,17,19,20,20,20,20,26,37,39,40,40,49,49,50,50,50,50,50
6,6,6,6,0,3,6,5,6,2,1,3,6,2,1,6,2,4,2,2,5,0,0,0,0,1,4,6,6,7,7,9,11,11,13,17,19,19,20,20,20,20,24,26,27,37,39,40,40,49,49,50,50,50,50,50
6,6,6,6,0,3,6,5,6,2,4,3,6,2,4,6,2,1,2,1,5,0,0,0,0,1,4,6,6,9,11,11,13,14,14,17,19,20,20,20,20,26,26,37,37,39,40,40,43,49,49,50,50,50,50,50
3,6,2,2,2,5,6,2,2,2,0,1,2,1,2,6,6,6,6,6,6,0,0,0,0,1,4,7,7,7,7,7,7,7,7,17,17,17,20,20,20,20,20,20,20,20,20,29,29,29,29,40,50,50,50,50
3,5,2,2,6,1,5,2,2,6,6,1,3,5,4,6,2,4,0,6,2,0,0,0,0,1,5,6,6,6,7,7,11,11,12,13,17,17,18,20,20,20,20,23,23,26,27,30,30,37,38,40,45,46,48,48
3,5,2,2,6,6,5,2,2,6,6,1,3,5,4,6,2,2,0,2,6,0,0,0,0,1,5,6,6,6,11,17,17,20,20,20,20,20,20,20,20,20,20,22,23,23,38,40,40,45,45,45,48,48,50,50
3,5,2,2,6,4,5,2,2,6,4,1,3,5,6,6,2,2,0,6,2,0,0,0,0,1,6,6,6,7,11,16,17,17,18,18,20,20,20,20,23,23,27,27,27,27,29,30,35,38,40,40,45,45,48,48
3,5,2,2,6,4,5,2,2,6,4,1,3,5,2,6,2,6,0,2,6,0,0,0,0,1,6,6,6,7,11,17,17,17,18,18,20,20,20,20,23,23,26,26,27,27,29,30,30,35,38,40,46,46,48,48
3,5,2,2,6,4,5,2,2,6,4,1,3,5,3,6,2,4,0,6,2,0,0,0,0,1,6,6,6,9,11,17,17,18,20,20,20,20,23,23,23,25,25,27,27,27,27,34,35,36,36,38,40,46,48,48
3,5,2,2,6,4,5,2,2,6,4,1,3,5,5,6,2,4,0,2,6,0,0,0,0,1,6,6,6,11,13,17,17,18,18,20,20,20,20,23,23,23,25,25,27,27,35,38,40,44,44,46,46,48,48,48
3,5,2,2,6,2,5,2,2,6,2,1,3,5,4,6,2,6,0,6,2,0,0,0,0,1,6,6,6,11,14,17,17,17,20,20,20,20,20,20,20,20,20,20,20,23,23,26,26,26,37,38,40,48,48,50
