# orbit_index,c01,c02,c03,c04,c12,c13,c14,c23,c24,c34
17,4,3,5,4,5,3,1,4,2,3
17,4,4,3,5,1,2,3,5,3,4
17,4,4,3,5,1,5,3,2,3,4
17,4,4,5,3,1,3,2,3,5,4
17,4,4,5,3,1,3,5,3,2,4
17,4,5,1,3,3,4,5,2,4,3
17,4,5,2,3,3,3,5,1,4,4
17,4,5,3,1,3,5,4,4,2,3
17,4,5,3,2,3,5,3,4,1,4
17,4,5,3,3,3,2,5,4,4,1
17,4,5,3,3,3,5,2,4,4,1
17,4,5,3,4,3,2,1,4,3,5
17,4,5,3,4,3,5,1,4,3,2
17,4,5,4,3,3,1,2,3,4,5
17,4,5,4,3,3,1,5,3,4,2
17,5,1,3,4,2,4,3,3,4,5
17,5,1,4,3,2,3,4,4,3,5
17,5,2,3,4,1,4,3,4,3,5
17,5,2,4,3,1,3,4,3,4,5
17,5,3,1,4,4,2,3,3,5,4
17,5,3,2,4,4,1,3,4,5,3
17,5,3,3,4,4,4,3,1,2,5
17,5,3,3,4,4,4,3,1,5,2
17,5,3,4,1,4,3,2,5,3,4
17,5,3,4,2,4,3,1,5,4,3
17,5,3,4,3,4,3,4,2,1,5
17,5,3,4,3,4,3,4,5,1,2
17,5,3,4,4,4,3,3,2,5,1
17,5,3,4,4,4,3,3,5,2,1
17,5,4,1,3,3,2,4,4,5,3
17,5,4,2,3,3,1,4,3,5,4
17,5,4,3,1,3,4,2,5,4,3
17,5,4,3,2,3,4,1,5,3,4
17,5,4,3,3,3,4,4,2,5,1
17,5,4,3,3,3,4,4,5,2,1
17,5,4,3,4,3,4,3,2,1,5
17,5,4,3,4,3,4,3,5,1,2
17,5,4,4,3,3,3,4,1,2,5
17,5,4,4,3,3,3,4,1,5,2
18,1,3,3,3,3,3,3,6,6,6
18,3,1,3,3,3,6,6,3,3,6
18,3,3,1,3,6,3,6,3,6,3
18,3,3,3,1,6,6,3,6,3,3
18,3,3,6,6,1,3,3,3,3,6
18,3,6,3,6,3,1,3,3,6,3
18,3,6,6,3,3,3,1,6,3,3
18,6,3,3,6,3,3,6,1,3,3
18,6,3,6,3,3,6,3,3,1,3
18,6,6,3,3,6,3,3,3,3,1
19,1,3,3,4,4,4,3,4,3,3
19,1,3,4,3,4,3,4,3,4,3
19,1,3,4,4,4,3,3,3,3,4
19,1,4,3,3,3,4,4,3,3,4
19,1,4,3,4,3,4,3,3,4,3
19,1,4,4,3,3,3,4,4,3,3
19,3,1,3,4,4,4,3,4,3,3
19,3,1,4,3,4,3,4,3,4,3
19,3,1,4,4,4,3,3,3,3,4
19,3,3,1,4,4,4,3,4,3,3
19,3,3,3,4,4,4,1,4,3,3
19,3,3,3,4,4,4,3,4,1,3
19,3,3,3,4,4,4,3,4,3,1
19,3,3,4,1,4,3,4,3,4,3
19,3,3,4,3,4,1,4,3,4,3
19,3,3,4,3,4,3,4,1,4,3
19,3,3,4,3,4,3,4,3,4,1
19,3,3,4,4,4,1,3,3,3,4
19,3,3,4,4,4,3,1,3,3,4
19,3,3,4,4,4,3,3,1,3,4
19,3,3,4,4,4,3,3,3,1,4
19,3,4,1,3,3,4,4,3,3,4
19,3,4,1,4,3,4,3,3,4,3
19,3,4,3,1,3,4,4,3,3,4
19,3,4,3,3,1,4,4,3,3,4
19,3,4,3,3,3,4,4,1,3,4
19,3,4,3,3,3,4,4,3,1,4
19,3,4,3,4,1,4,3,3,4,3
19,3,4,3,4,3,4,1,3,4,3
19,3,4,3,4,3,4,3,1,4,3
19,3,4,3,4,3,4,3,3,4,1
19,3,4,4,1,3,3,4,4,3,3
19,3,4,4,3,1,3,4,4,3,3
19,3,4,4,3,3,1,4,4,3,3
19,3,4,4,3,3,3,4,4,1,3
19,3,4,4,3,3,3,4,4,3,1
19,4,1,3,3,3,3,3,4,4,4
19,4,1,3,4,3,3,4,4,3,3
19,4,1,4,3,3,4,3,3,4,3
19,4,3,1,3,3,3,3,4,4,4
19,4,3,1,4,3,3,4,4,3,3
19,4,3,3,1,3,3,3,4,4,4
19,4,3,3,3,1,3,3,4,4,4
19,4,3,3,3,3,1,3,4,4,4
19,4,3,3,3,3,3,1,4,4,4
19,4,3,3,4,1,3,4,4,3,3
19,4,3,3,4,3,1,4,4,3,3
19,4,3,3,4,3,3,4,4,1,3
19,4,3,3,4,3,3,4,4,3,1
19,4,3,4,1,3,4,3,3,4,3
19,4,3,4,3,1,4,3,3,4,3
19,4,3,4,3,3,4,1,3,4,3
19,4,3,4,3,3,4,3,1,4,3
19,4,3,4,3,3,4,3,3,4,1
19,4,4,1,3,4,3,3,3,3,4
19,4,4,3,1,4,3,3,3,3,4
19,4,4,3,3,4,1,3,3,3,4
19,4,4,3,3,4,3,1,3,3,4
19,4,4,3,3,4,3,3,1,3,4
19,4,4,3,3,4,3,3,3,1,4
20,1,3,4,4,4,6,6,1,4,6
20,1,3,4,4,4,6,6,4,1,6
20,1,4,3,4,6,4,6,1,6,4
20,1,4,3,4,6,4,6,4,6,1
20,1,4,4,3,6,6,4,6,1,4
20,1,4,4,3,6,6,4,6,4,1
20,1,4,6,6,3,4,4,1,4,6
20,1,4,6,6,3,4,4,4,1,6
20,1,6,4,6,4,3,4,1,6,4
20,1,6,4,6,4,3,4,4,6,1
20,1,6,6,4,4,4,3,6,1,4
20,1,6,6,4,4,4,3,6,4,1
20,3,1,4,4,4,1,4,6,6,6
20,3,1,4,4,4,4,1,6,6,6
20,3,4,1,4,1,4,4,6,6,6
20,3,4,1,4,4,4,1,6,6,6
20,3,4,4,1,1,4,4,6,6,6
20,3,4,4,1,4,1,4,6,6,6
20,4,1,3,4,6,1,6,4,6,4
20,4,1,3,4,6,4,6,4,6,1
20,4,1,4,3,6,6,1,6,4,4
20,4,1,4,3,6,6,4,6,4,1
20,4,1,6,6,3,1,4,4,4,6
20,4,1,6,6,3,4,1,4,4,6
20,4,3,1,4,1,6,6,4,4,6
20,4,3,1,4,4,6,6,4,1,6
20,4,3,4,1,1,6,6,4,4,6
20,4,3,4,1,4,6,6,1,4,6
20,4,4,1,3,6,6,1,6,4,4
20,4,4,1,3,6,6,4,6,1,4
20,4,4,3,1,6,1,6,4,6,4
20,4,4,3,1,6,4,6,1,6,4
20,4,4,6,6,3,1,4,4,1,6
20,4,4,6,6,3,4,1,1,4,6
20,4,6,1,6,1,3,4,4,6,4
20,4,6,1,6,4,3,1,4,6,4
20,4,6,4,6,1,3,4,4,6,1
20,4,6,4,6,4,3,1,1,6,4
20,4,6,6,1,1,4,3,6,4,4
20,4,6,6,1,4,1,3,6,4,4
20,4,6,6,4,1,4,3,6,4,1
20,4,6,6,4,4,1,3,6,1,4
20,6,1,4,6,4,1,6,3,4,4
20,6,1,4,6,4,4,6,3,4,1
20,6,1,6,4,4,6,1,4,3,4
20,6,1,6,4,4,6,4,4,3,1
20,6,4,1,6,1,4,6,3,4,4
20,6,4,1,6,4,4,6,3,1,4
20,6,4,4,6,1,4,6,3,4,1
20,6,4,4,6,4,1,6,3,1,4
20,6,4,6,1,1,6,4,4,3,4
20,6,4,6,1,4,6,4,1,3,4
20,6,4,6,4,1,6,4,4,3,1
20,6,4,6,4,4,6,1,1,3,4
20,6,6,1,4,6,4,1,4,4,3
20,6,6,1,4,6,4,4,4,1,3
20,6,6,4,1,6,1,4,4,4,3
20,6,6,4,1,6,4,4,1,4,3
20,6,6,4,4,6,1,4,4,1,3
20,6,6,4,4,6,4,1,1,4,3
21,1,3,3,6,6,6,3,3,1,6
21,1,3,3,6,6,6,3,3,6,1
21,1,3,6,3,6,3,6,1,3,6
21,1,3,6,3,6,3,6,6,3,1
21,1,3,6,6,6,3,3,1,6,3
21,1,3,6,6,6,3,3,6,1,3
21,1,6,3,3,3,6,6,1,6,3
21,1,6,3,3,3,6,6,6,1,3
21,1,6,3,6,3,6,3,1,3,6
21,1,6,3,6,3,6,3,6,3,1
21,1,6,6,3,3,3,6,3,1,6
21,1,6,6,3,3,3,6,3,6,1
21,3,1,3,6,6,3,1,6,3,6
21,3,1,3,6,6,3,6,6,3,1
21,3,1,6,3,6,1,3,3,6,6
21,3,1,6,3,6,6,3,3,6,1
21,3,1,6,6,6,1,6,3,3,3
21,3,1,6,6,6,6,1,3,3,3
21,3,3,1,6,3,6,1,6,6,3
21,3,3,1,6,3,6,6,6,1,3
21,3,3,6,1,3,1,6,6,6,3
21,3,3,6,1,3,6,6,1,6,3
21,3,3,6,6,3,1,6,6,1,3
21,3,3,6,6,3,6,1,1,6,3
21,3,6,1,3,1,6,3,3,6,6
21,3,6,1,3,6,6,3,3,1,6
21,3,6,1,6,1,6,6,3,3,3
21,3,6,1,6,6,6,1,3,3,3
21,3,6,3,1,1,3,6,6,3,6
21,3,6,3,1,6,3,6,1,3,6
21,3,6,3,6,1,3,6,6,3,1
21,3,6,3,6,6,3,1,1,3,6
21,3,6,6,1,1,6,6,3,3,3
21,3,6,6,1,6,1,6,3,3,3
21,3,6,6,3,1,6,3,3,6,1
21,3,6,6,3,6,1,3,3,1,6
21,6,1,3,3,3,1,6,6,6,3
21,6,1,3,3,3,6,1,6,6,3
21,6,1,3,6,3,1,3,6,3,6
21,6,1,3,6,3,6,3,6,3,1
21,6,1,6,3,3,3,1,3,6,6
21,6,1,6,3,3,3,6,3,6,1
21,6,3,1,3,1,3,6,6,3,6
21,6,3,1,3,6,3,1,6,3,6
21,6,3,1,6,1,3,3,6,6,3
21,6,3,1,6,6,3,3,6,1,3
21,6,3,3,1,1,6,3,3,6,6
21,6,3,3,1,6,1,3,3,6,6
21,6,3,3,6,1,6,3,3,6,1
21,6,3,3,6,6,1,3,3,1,6
21,6,3,6,1,1,3,3,6,6,3
21,6,3,6,1,6,3,3,1,6,3
21,6,3,6,3,1,3,6,6,3,1
21,6,3,6,3,6,3,1,1,3,6
21,6,6,1,3,3,3,1,3,6,6
21,6,6,1,3,3,3,6,3,1,6
21,6,6,3,1,3,1,3,6,3,6
21,6,6,3,1,3,6,3,1,3,6
21,6,6,3,3,3,1,6,6,1,3
21,6,6,3,3,3,6,1,1,6,3
22,1,3,3,6,6,6,3,6,6,6
22,1,3,6,3,6,3,6,6,6,6
22,1,3,6,6,6,3,3,6,6,6
22,1,6,3,3,3,6,6,6,6,6
22,1,6,3,6,3,6,3,6,6,6
22,1,6,6,3,3,3,6,6,6,6
22,3,1,3,6,6,6,6,6,3,6
22,3,1,6,3,6,6,6,3,6,6
22,3,1,6,6,6,6,6,3,3,6
22,3,3,1,6,6,6,6,6,6,3
22,3,3,6,1,6,6,6,6,6,3
22,3,6,1,3,6,6,6,3,6,6
22,3,6,1,6,6,6,6,3,6,3
22,3,6,3,1,6,6,6,6,3,6
22,3,6,6,1,6,6,6,6,3,3
22,3,6,6,6,1,3,6,6,3,6
22,3,6,6,6,1,6,3,3,6,6
22,3,6,6,6,1,6,6,3,3,6
22,3,6,6,6,3,1,6,6,6,3
22,3,6,6,6,3,6,1,6,6,3
22,3,6,6,6,6,1,3,3,6,6
22,3,6,6,6,6,1,6,3,6,3
22,3,6,6,6,6,3,1,6,3,6
22,3,6,6,6,6,6,1,6,3,3
22,6,1,3,3,3,6,6,6,6,6
22,6,1,3,6,3,6,6,6,3,6
22,6,1,6,3,3,6,6,3,6,6
22,6,3,1,3,6,3,6,6,6,6
22,6,3,1,6,6,3,6,6,6,3
22,6,3,3,1,6,6,3,6,6,6
22,6,3,6,1,6,6,3,6,6,3
22,6,3,6,6,1,3,3,6,6,6
22,6,3,6,6,1,3,6,6,3,6
22,6,3,6,6,1,6,3,3,6,6
22,6,3,6,6,3,6,6,1,6,3
22,6,3,6,6,3,6,6,6,1,3
22,6,3,6,6,6,3,6,1,3,6
22,6,3,6,6,6,3,6,1,6,3
22,6,3,6,6,6,6,3,3,1,6
22,6,3,6,6,6,6,3,6,1,3
22,6,6,1,3,6,3,6,3,6,6
22,6,6,3,1,6,6,3,6,3,6
22,6,6,3,6,3,1,3,6,6,6
22,6,6,3,6,3,1,6,6,6,3
22,6,6,3,6,3,6,6,1,3,6
22,6,6,3,6,3,6,6,1,6,3
22,6,6,3,6,6,1,3,3,6,6
22,6,6,3,6,6,3,6,1,3,6
22,6,6,3,6,6,3,6,6,3,1
22,6,6,3,6,6,6,3,3,6,1
22,6,6,3,6,6,6,3,6,3,1
22,6,6,6,3,3,3,1,6,6,6
22,6,6,6,3,3,6,1,6,6,3
22,6,6,6,3,3,6,6,3,1,6
22,6,6,6,3,3,6,6,6,1,3
22,6,6,6,3,6,3,1,6,3,6
22,6,6,6,3,6,3,6,3,6,1
22,6,6,6,3,6,3,6,6,3,1
22,6,6,6,3,6,6,3,3,1,6
22,6,6,6,3,6,6,3,3,6,1
23,2,2,2,2,2,4,6,6,4,6
23,2,2,2,2,2,6,4,4,6,6
23,2,2,2,2,4,2,6,6,6,4
23,2,2,2,2,4,6,2,6,6,4
23,2,2,2,2,4,6,6,2,6,4
23,2,2,2,2,4,6,6,6,2,4
23,2,2,2,2,6,2,4,4,6,6
23,2,2,2,2,6,4,2,6,4,6
23,2,2,2,2,6,4,6,2,4,6
23,2,2,2,2,6,4,6,6,4,2
23,2,2,2,2,6,6,4,4,2,6
23,2,2,2,2,6,6,4,4,6,2
23,2,2,4,6,2,2,2,6,4,6
23,2,2,4,6,2,6,4,2,2,6
23,2,2,6,4,2,2,2,4,6,6
23,2,2,6,4,2,4,6,2,2,6
23,2,4,2,6,2,2,2,6,6,4
23,2,4,2,6,6,2,4,2,6,2
23,2,4,6,2,2,2,2,6,6,4
23,2,4,6,2,6,4,2,6,2,2
23,2,4,6,6,2,2,2,2,6,4
23,2,4,6,6,2,2,2,6,2,4
23,2,6,2,4,2,2,2,4,6,6
23,2,6,2,4,4,2,6,2,6,2
23,2,6,4,2,2,2,2,6,4,6
23,2,6,4,2,4,6,2,6,2,2
23,2,6,4,6,2,2,2,2,4,6
23,2,6,4,6,2,2,2,6,4,2
23,2,6,6,4,2,2,2,4,2,6
23,2,6,6,4,2,2,2,4,6,2
23,4,2,2,6,2,6,6,2,2,4
23,4,2,2,6,6,2,6,2,4,2
23,4,2,6,2,2,6,6,2,2,4
23,4,2,6,2,6,6,2,4,2,2
23,4,2,6,6,2,2,6,2,2,4
23,4,2,6,6,2,6,2,2,2,4
23,4,6,2,2,6,2,6,2,4,2
23,4,6,2,2,6,6,2,4,2,2
23,4,6,2,6,2,2,6,2,4,2
23,4,6,2,6,6,2,2,2,4,2
23,4,6,6,2,2,6,2,4,2,2
23,4,6,6,2,6,2,2,4,2,2
23,6,2,2,4,2,4,6,2,2,6
23,6,2,2,4,4,2,6,2,6,2
23,6,2,4,2,2,6,4,2,2,6
23,6,2,4,2,4,6,2,6,2,2
23,6,2,4,6,2,2,4,2,2,6
23,6,2,4,6,2,6,4,2,2,2
23,6,2,6,4,2,4,2,2,2,6
23,6,2,6,4,2,4,6,2,2,2
23,6,4,2,2,6,2,4,2,6,2
23,6,4,2,2,6,4,2,6,2,2
23,6,4,2,6,2,2,4,2,6,2
23,6,4,2,6,6,2,4,2,2,2
23,6,4,6,2,2,4,2,6,2,2
23,6,4,6,2,6,4,2,2,2,2
23,6,6,2,4,4,2,2,2,6,2
23,6,6,2,4,4,2,6,2,2,2
23,6,6,4,2,4,2,2,6,2,2
23,6,6,4,2,4,6,2,2,2,2
24,2,2,2,6,3,6,2,6,2,2
24,2,2,2,6,6,3,2,6,2,2
24,2,2,2,6,6,6,2,3,2,2
24,2,2,3,6,6,2,2,2,2,6
24,2,2,6,2,3,2,6,2,6,2
24,2,2,6,2,6,2,3,2,6,2
24,2,2,6,2,6,2,6,2,3,2
24,2,2,6,3,6,2,2,2,2,6
24,2,2,6,6,6,2,2,2,2,3
24,2,3,2,6,2,6,2,2,6,2
24,2,3,6,2,2,2,6,6,2,2
24,2,6,2,2,2,3,6,2,2,6
24,2,6,2,2,2,6,3,2,2,6
24,2,6,2,2,2,6,6,2,2,3
24,2,6,2,3,2,6,2,2,6,2
24,2,6,2,6,2,6,2,2,3,2
24,2,6,3,2,2,2,6,6,2,2
24,2,6,6,2,2,2,6,3,2,2
24,3,2,2,6,2,2,6,6,2,2
24,3,2,6,2,2,6,2,2,6,2
24,3,6,2,2,6,2,2,2,2,6
24,6,2,2,2,2,2,2,3,6,6
24,6,2,2,2,2,2,2,6,3,6
24,6,2,2,2,2,2,2,6,6,3
24,6,2,2,3,2,2,6,6,2,2
24,6,2,2,6,2,2,3,6,2,2
24,6,2,3,2,2,6,2,2,6,2
24,6,2,6,2,2,3,2,2,6,2
24,6,3,2,2,6,2,2,2,2,6
24,6,6,2,2,3,2,2,2,2,6
25,2,2,2,6,4,4,2,4,2,2
25,2,2,4,4,6,2,2,2,2,4
25,2,2,6,2,4,2,4,2,4,2
25,2,4,2,4,2,6,2,2,4,2
25,2,4,4,2,2,2,6,4,2,2
25,2,6,2,2,2,4,4,2,2,4
25,4,2,2,4,2,2,4,6,2,2
25,4,2,4,2,2,4,2,2,6,2
25,4,4,2,2,4,2,2,2,2,6
25,6,2,2,2,2,2,2,4,4,4
26,2,2,2,6,4,6,2,6,2,2
26,2,2,2,6,6,4,2,6,2,2
26,2,2,2,6,6,6,2,4,2,2
26,2,2,4,6,6,2,2,2,2,6
26,2,2,6,2,4,2,6,2,6,2
26,2,2,6,2,6,2,4,2,6,2
26,2,2,6,2,6,2,6,2,4,2
26,2,2,6,4,6,2,2,2,2,6
26,2,2,6,6,6,2,2,2,2,4
26,2,4,2,6,2,6,2,2,6,2
26,2,4,6,2,2,2,6,6,2,2
26,2,6,2,2,2,4,6,2,2,6
26,2,6,2,2,2,6,4,2,2,6
26,2,6,2,2,2,6,6,2,2,4
26,2,6,2,4,2,6,2,2,6,2
26,2,6,2,6,2,6,2,2,4,2
26,2,6,4,2,2,2,6,6,2,2
26,2,6,6,2,2,2,6,4,2,2
26,4,2,2,6,2,2,6,6,2,2
26,4,2,6,2,2,6,2,2,6,2
26,4,6,2,2,6,2,2,2,2,6
26,6,2,2,2,2,2,2,4,6,6
26,6,2,2,2,2,2,2,6,4,6
26,6,2,2,2,2,2,2,6,6,4
26,6,2,2,4,2,2,6,6,2,2
26,6,2,2,6,2,2,4,6,2,2
26,6,2,4,2,2,6,2,2,6,2
26,6,2,6,2,2,4,2,2,6,2
26,6,4,2,2,6,2,2,2,2,6
26,6,6,2,2,4,2,2,2,2,6
27,2,2,3,6,4,6,3,6,3,2
27,2,2,6,3,4,3,6,3,6,2
27,2,3,2,6,6,4,3,6,2,3
27,2,3,3,6,6,6,3,4,2,2
27,2,3,4,6,6,2,3,3,2,6
27,2,3,6,2,6,3,4,2,6,3
27,2,3,6,3,6,3,6,2,4,2
27,2,3,6,4,6,3,2,2,3,6
27,2,3,6,6,6,3,3,2,2,4
27,2,4,3,6,2,6,3,3,6,2
27,2,4,6,3,2,3,6,6,3,2
27,2,6,2,3,3,4,6,3,2,6
27,2,6,3,2,3,6,4,2,3,6
27,2,6,3,3,3,6,6,2,2,4
27,2,6,3,4,3,6,2,2,6,3
27,2,6,3,6,3,6,3,2,4,2
27,2,6,4,3,3,2,6,6,2,3
27,2,6,6,3,3,3,6,4,2,2
27,3,2,2,6,6,6,2,4,3,3
27,3,2,3,6,6,4,2,6,3,2
27,3,2,4,6,6,3,2,2,3,6
27,3,2,6,2,6,2,6,3,4,3
27,3,2,6,3,6,2,4,3,6,2
27,3,2,6,4,6,2,3,3,2,6
27,3,2,6,6,6,2,2,3,3,4
27,3,3,2,6,4,6,2,6,2,3
27,3,3,6,2,4,2,6,2,6,3
27,3,4,2,6,3,6,2,2,6,3
27,3,4,6,2,3,2,6,6,2,3
27,3,6,2,2,2,6,6,3,3,4
27,3,6,2,3,2,6,4,3,2,6
27,3,6,2,4,2,6,3,3,6,2
27,3,6,2,6,2,6,2,3,4,3
27,3,6,3,2,2,4,6,2,3,6
27,3,6,4,2,2,3,6,6,3,2
27,3,6,6,2,2,2,6,4,3,3
27,4,2,3,6,2,3,6,6,3,2
27,4,2,6,3,2,6,3,3,6,2
27,4,3,2,6,3,2,6,6,2,3
27,4,3,6,2,3,6,2,2,6,3
27,4,6,2,3,6,2,3,3,2,6
27,4,6,3,2,6,3,2,2,3,6
27,6,2,2,3,3,3,2,4,6,6
27,6,2,3,2,3,2,3,6,4,6
27,6,2,3,3,3,2,2,6,6,4
27,6,2,3,4,3,2,6,6,2,3
27,6,2,3,6,3,2,4,6,3,2
27,6,2,4,3,3,6,2,2,6,3
27,6,2,6,3,3,4,2,3,6,2
27,6,3,2,2,2,3,3,6,6,4
27,6,3,2,3,2,3,2,6,4,6
27,6,3,2,4,2,3,6,6,3,2
27,6,3,2,6,2,3,4,6,2,3
27,6,3,3,2,2,2,3,4,6,6
27,6,3,4,2,2,6,3,3,6,2
27,6,3,6,2,2,4,3,2,6,3
27,6,4,2,3,6,3,2,2,3,6
27,6,4,3,2,6,2,3,3,2,6
27,6,6,2,3,4,3,2,3,2,6
27,6,6,3,2,4,2,3,2,3,6
28,2,2,5,5,5,5,5,5,5,5
28,2,5,2,5,5,5,5,5,5,5
28,2,5,5,2,5,5,5,5,5,5
28,2,5,5,5,2,5,5,5,5,5
28,2,5,5,5,5,2,5,5,5,5
28,2,5,5,5,5,5,2,5,5,5
28,5,2,2,5,5,5,5,5,5,5
28,5,2,5,2,5,5,5,5,5,5
28,5,2,5,5,2,5,5,5,5,5
28,5,2,5,5,5,5,5,2,5,5
28,5,2,5,5,5,5,5,5,2,5
28,5,5,2,2,5,5,5,5,5,5
28,5,5,2,5,5,2,5,5,5,5
28,5,5,2,5,5,5,5,2,5,5
28,5,5,2,5,5,5,5,5,5,2
28,5,5,5,2,5,5,2,5,5,5
28,5,5,5,2,5,5,5,5,2,5
28,5,5,5,2,5,5,5,5,5,2
28,5,5,5,5,2,2,5,5,5,5
28,5,5,5,5,2,5,2,5,5,5
28,5,5,5,5,2,5,5,2,5,5
28,5,5,5,5,2,5,5,5,2,5
28,5,5,5,5,5,2,2,5,5,5
28,5,5,5,5,5,2,5,2,5,5
28,5,5,5,5,5,2,5,5,5,2
28,5,5,5,5,5,5,2,5,2,5
28,5,5,5,5,5,5,2,5,5,2
28,5,5,5,5,5,5,5,2,2,5
28,5,5,5,5,5,5,5,2,5,2
28,5,5,5,5,5,5,5,5,2,2
29,2,2,5,6,6,5,2,6,5,6
29,2,2,5,6,6,6,5,5,2,6
29,2,2,6,5,6,2,5,5,6,6
29,2,2,6,5,6,5,6,2,5,6
29,2,5,2,6,5,6,2,6,6,5
29,2,5,2,6,6,6,5,5,6,2
29,2,5,6,2,5,2,6,6,6,5
29,2,5,6,2,6,5,6,6,5,2
29,2,5,6,6,6,2,5,2,6,5
29,2,5,6,6,6,5,2,6,2,5
29,2,6,2,5,2,6,5,5,6,6
29,2,6,2,5,5,6,6,2,6,5
29,2,6,5,2,2,5,6,6,5,6
29,2,6,5,2,5,6,6,6,2,5
29,2,6,5,6,2,6,5,2,5,6
29,2,6,5,6,5,6,2,6,5,2
29,2,6,6,5,2,5,6,5,2,6
29,2,6,6,5,5,2,6,5,6,2
29,5,2,2,6,5,6,6,6,2,5
29,5,2,2,6,6,5,6,6,5,2
29,5,2,6,2,5,6,6,2,6,5
29,5,2,6,2,6,6,5,5,6,2
29,5,2,6,6,6,2,6,2,5,5
29,5,2,6,6,6,6,2,5,2,5
29,5,5,6,6,2,2,6,6,2,5
29,5,5,6,6,2,6,2,2,6,5
29,5,6,2,2,6,5,6,2,5,6
29,5,6,2,2,6,6,5,5,2,6
29,5,6,2,6,2,6,6,2,5,5
29,5,6,2,6,6,6,2,5,5,2
29,5,6,5,6,2,2,6,6,5,2
29,5,6,5,6,6,2,2,2,5,6
29,5,6,6,2,2,6,6,5,2,5
29,5,6,6,2,6,2,6,5,5,2
29,5,6,6,5,2,6,2,5,6,2
29,5,6,6,5,6,2,2,5,2,6
29,6,2,2,5,2,5,6,6,5,6
29,6,2,2,5,5,2,6,6,6,5
29,6,2,5,2,2,6,5,5,6,6
29,6,2,5,2,5,6,2,6,6,5
29,6,2,5,6,2,2,5,6,5,6
29,6,2,5,6,5,6,5,6,2,2
29,6,2,6,5,2,5,2,5,6,6
29,6,2,6,5,5,5,6,2,6,2
29,6,5,2,2,6,2,5,5,6,6
29,6,5,2,2,6,5,2,6,5,6
29,6,5,2,6,2,2,5,6,6,5
29,6,5,2,6,6,5,5,6,2,2
29,6,5,5,6,2,6,5,2,6,2
29,6,5,5,6,6,2,5,2,2,6
29,6,5,6,2,2,5,2,6,6,5
29,6,5,6,2,6,5,5,2,6,2
29,6,5,6,5,2,5,6,6,2,2
29,6,5,6,5,6,5,2,2,2,6
29,6,6,2,5,5,2,2,5,6,6
29,6,6,2,5,5,5,6,2,2,6
29,6,6,5,2,5,2,2,6,5,6
29,6,6,5,2,5,6,5,2,2,6
29,6,6,5,5,5,2,6,6,2,2
29,6,6,5,5,5,6,2,2,6,2
30,2,2,5,6,6,6,2,6,5,5
30,2,2,5,6,6,6,5,6,2,5
30,2,2,6,5,6,2,6,5,6,5
30,2,2,6,5,6,5,6,2,6,5
30,2,2,6,6,6,2,5,5,5,6
30,2,2,6,6,6,5,2,5,5,6
30,2,2,6,6,6,5,5,2,5,6
30,2,2,6,6,6,5,5,5,2,6
30,2,5,2,6,6,6,2,6,5,5
30,2,5,2,6,6,6,5,6,5,2
30,2,5,5,6,6,6,2,6,2,5
30,2,5,5,6,6,6,2,6,5,2
30,2,5,6,2,6,2,6,5,6,5
30,2,5,6,2,6,5,6,5,6,2
30,2,5,6,5,6,2,6,2,6,5
30,2,5,6,5,6,2,6,5,6,2
30,2,5,6,6,6,2,5,2,5,6
30,2,5,6,6,6,5,2,5,2,6
30,2,6,2,5,2,6,6,5,5,6
30,2,6,2,5,5,6,6,2,5,6
30,2,6,2,6,2,6,5,5,6,5
30,2,6,2,6,5,6,2,5,6,5
30,2,6,2,6,5,6,5,2,6,5
30,2,6,2,6,5,6,5,5,6,2
30,2,6,5,2,2,6,6,5,5,6
30,2,6,5,2,5,6,6,5,2,6
30,2,6,5,5,2,6,6,2,5,6
30,2,6,5,5,2,6,6,5,2,6
30,2,6,5,6,2,6,5,2,6,5
30,2,6,5,6,5,6,2,5,6,2
30,2,6,6,2,2,5,6,6,5,5
30,2,6,6,2,5,2,6,6,5,5
30,2,6,6,2,5,5,6,6,2,5
30,2,6,6,2,5,5,6,6,5,2
30,2,6,6,5,2,5,6,6,2,5
30,2,6,6,5,5,2,6,6,5,2
30,5,2,2,6,6,6,5,6,2,5
30,5,2,2,6,6,6,5,6,5,2
30,5,2,5,6,6,6,2,6,2,5
30,5,2,5,6,6,6,5,6,2,2
30,5,2,6,2,6,5,6,2,6,5
30,5,2,6,2,6,5,6,5,6,2
30,5,2,6,5,6,2,6,2,6,5
30,5,2,6,5,6,5,6,2,6,2
30,5,2,6,6,6,2,5,2,5,6
30,5,2,6,6,6,5,2,5,2,6
30,5,5,2,6,6,6,2,6,5,2
30,5,5,2,6,6,6,5,6,2,2
30,5,5,6,2,6,2,6,5,6,2
30,5,5,6,2,6,5,6,2,6,2
30,5,5,6,6,6,2,2,2,5,6
30,5,5,6,6,6,2,2,5,2,6
30,5,5,6,6,6,2,5,2,2,6
30,5,5,6,6,6,5,2,2,2,6
30,5,6,2,2,5,6,6,2,5,6
30,5,6,2,2,5,6,6,5,2,6
30,5,6,2,5,2,6,6,2,5,6
30,5,6,2,5,5,6,6,2,2,6
30,5,6,2,6,2,6,5,2,6,5
30,5,6,2,6,5,6,2,5,6,2
30,5,6,5,2,2,6,6,5,2,6
30,5,6,5,2,5,6,6,2,2,6
30,5,6,5,6,2,6,2,2,6,5
30,5,6,5,6,2,6,2,5,6,2
30,5,6,5,6,2,6,5,2,6,2
