# positive_definite_k5_catalog=101272 selected_bases=5000 quadratic_rows=12005000 rank_five_labeled=157083 distinct_triangle_count_vectors=137296
5,3,3,3,3,6,1,3,5,1,3,5,5,3,1,4,8,8,10,10,10,10,10,10,10,10,31,31,33,33,33,34,38,39,48
5,3,3,3,5,6,1,3,5,1,3,5,5,3,0,1,1,1,1,4,8,10,10,10,10,10,31,33,33,33,34,38,39,47,48
4,3,3,3,5,6,1,5,3,1,5,3,3,5,0,1,1,1,1,4,8,9,10,10,10,10,31,33,33,34,36,36,37,38,48
4,4,3,5,3,6,1,3,5,1,3,5,5,3,0,1,1,1,1,4,9,9,10,10,10,10,31,34,36,36,36,36,38,43,48
5,4,3,3,5,6,1,5,3,1,5,3,3,5,0,1,1,1,1,4,9,10,10,10,10,10,31,34,36,36,38,38,38,45,48
4,4,3,5,3,5,1,5,3,1,5,3,3,5,0,1,1,1,1,3,9,9,10,10,10,10,32,32,33,33,33,42,44,44,47
5,5,3,4,0,6,1,5,3,1,5,3,3,5,4,1,1,1,2,4,10,10,10,10,10,10,32,34,36,36,36,44,44,48,48
6,4,3,1,1,5,1,1,3,1,3,2,6,6,6,3,4,4,4,5,7,9,9,10,11,11,11,11,11,11,11,23,24,45,50
6,6,1,3,3,6,1,6,1,1,6,1,3,6,1,4,4,4,4,4,4,4,4,8,8,11,11,11,11,11,11,40,40,50,50
6,6,1,1,3,6,1,3,1,1,4,1,6,6,3,4,4,4,4,4,4,4,8,8,9,11,11,11,11,11,14,14,37,40,50
6,3,3,1,6,6,1,4,2,1,6,1,3,6,1,4,4,4,4,5,7,7,8,8,9,11,11,11,11,11,14,30,40,40,46
3,1,6,4,3,5,1,3,6,1,2,6,6,1,1,3,4,4,4,4,5,7,7,9,10,11,11,11,11,11,23,32,34,46,49
5,5,3,3,1,6,1,1,1,1,3,3,6,6,6,3,4,4,4,4,10,10,10,10,11,11,11,11,11,11,33,34,34,48,50
6,4,3,1,5,5,1,1,6,1,3,4,6,3,1,3,3,4,4,4,9,9,9,9,10,11,11,11,11,11,33,42,45,45,49
6,4,3,1,3,5,1,1,6,1,3,6,6,1,3,3,4,4,4,4,8,8,9,9,10,11,11,11,11,11,34,37,40,45,49
6,4,3,1,6,5,1,1,5,1,3,6,6,3,1,3,3,4,4,4,9,9,10,10,11,11,11,11,11,11,34,45,46,48,49
6,4,3,1,6,5,1,1,6,1,3,6,6,1,3,3,4,4,4,4,9,9,10,11,11,11,11,11,11,11,34,45,46,49,50
6,6,1,5,1,6,1,5,3,1,5,3,3,6,1,3,4,4,4,4,10,10,10,10,10,11,11,11,11,11,34,48,48,48,50
